,customer,state,response,coverage,education,effective_to_date,employment_status,gender,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_type,policy_number
193,EO95328,Oregon,No,Basic,Bachelor,2011-01-27,Employed,F,Suburban,Married,Offer4,Agent,Two-Door Car,Small,Personal,L2
194,EN21086,Arizona,No,Basic,High School or Below,2011-01-09,Unemployed,F,Suburban,Divorced,Offer1,Branch,Four-Door Car,Small,Personal,L2
195,YL83902,Washington,No,Extended,Bachelor,2011-01-11,Employed,F,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Personal,L3
196,AZ62651,Oregon,No,Premium,High School or Below,2011-02-17,Employed,M,Suburban,Single,Offer4,Web,Luxury SUV,Medsize,Corporate,L3
197,ZW25874,Oregon,No,Basic,Bachelor,2011-02-16,Employed,M,Rural,Single,Offer1,Branch,Four-Door Car,Medsize,Special,L3
198,EH41854,Washington,No,Extended,High School or Below,2011-02-10,Unemployed,F,Suburban,Single,Offer3,Branch,Two-Door Car,Medsize,Personal,L1
199,MW70227,California,Yes,Extended,College,2011-02-19,Employed,M,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal,L1
200,SL22297,California,No,Premium,Master,2011-01-21,Disabled,F,Suburban,Single,Offer1,Call Center,SUV,Medsize,Personal,L1
201,RV14138,Nevada,Yes,Extended,Bachelor,2011-02-27,Retired,F,Suburban,Single,Offer1,Agent,SUV,Medsize,Personal,L3
202,UO62808,Arizona,No,Basic,High School or Below,2011-02-04,Employed,F,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Corporate,L1
203,ZX64745,California,No,Basic,College,2011-01-18,Unemployed,M,Suburban,Single,Offer1,Agent,SUV,Medsize,Personal,L2
204,FL34139,California,No,Basic,High School or Below,2011-02-03,Unemployed,M,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,Personal,L2
205,TS11219,California,No,Basic,College,2011-01-02,Unemployed,M,Suburban,Single,Offer1,Agent,SUV,Medsize,Personal,L2
206,XX12304,California,No,Basic,College,2011-01-09,Employed,F,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal,L1
207,SD64087,California,No,Premium,College,2011-01-19,Employed,M,Suburban,Married,Offer1,Branch,SUV,Small,Corporate,L2
208,OY38576,Oregon,No,Basic,High School or Below,2011-01-11,Employed,F,Suburban,Divorced,Offer2,Agent,SUV,Medsize,Corporate,L3
209,BG76355,Washington,No,Extended,Bachelor,2011-01-31,Employed,F,Rural,Married,Offer3,Web,Four-Door Car,Medsize,Personal,L3
210,IP66913,California,No,Extended,High School or Below,2011-01-11,Employed,M,Suburban,Single,Offer2,Agent,Two-Door Car,Small,Personal,L3
211,LE95702,California,Yes,Basic,College,2011-02-11,Retired,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Special,L3
212,KX54357,Washington,No,Extended,College,2011-01-22,Employed,M,Urban,Married,Offer2,Web,Two-Door Car,Small,Corporate,L3
213,EZ78112,California,No,Basic,High School or Below,2011-02-24,Employed,F,Urban,Single,Offer1,Agent,Four-Door Car,Medsize,Special,L3
214,XN16891,Arizona,No,Basic,College,2011-02-28,Employed,M,Suburban,Divorced,Offer4,Agent,Four-Door Car,Small,Personal,L1
215,XK31350,Oregon,No,Extended,College,2011-01-25,Employed,F,Suburban,Married,Offer4,Call Center,Four-Door Car,Large,Corporate,L1
216,CC30924,Oregon,No,Premium,College,2011-02-26,Employed,M,Urban,Married,Offer4,Agent,Sports Car,Small,Corporate,L3
217,IT78748,Oregon,Yes,Extended,High School or Below,2011-02-19,Disabled,F,Suburban,Married,Offer1,Agent,Two-Door Car,Small,Special,L3
218,KY33386,Washington,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,Suburban,Divorced,Offer1,Web,Sports Car,Medsize,Personal,L3
219,CO44221,California,No,Basic,College,2011-01-02,Employed,M,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal,L1
220,LK60013,Oregon,No,Basic,Bachelor,2011-01-26,Employed,F,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,Personal,L2
221,DE21533,California,No,Basic,Bachelor,2011-02-02,Employed,M,Suburban,Divorced,Offer1,Call Center,Four-Door Car,Medsize,Personal,L2
222,YS94121,Nevada,No,Basic,High School or Below,2011-02-27,Employed,M,Suburban,Divorced,Offer1,Call Center,Four-Door Car,Small,Personal,L1
223,UK68427,Washington,Yes,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Single,Offer2,Branch,Two-Door Car,Small,Personal,L3
224,TE49565,Oregon,No,Basic,College,2011-01-17,Disabled,F,Suburban,Married,Offer2,Call Center,SUV,Small,Personal,L3
225,RA88421,Oregon,No,Extended,College,2011-01-17,Employed,F,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,Personal,L3
226,KQ51983,Nevada,No,Basic,College,2011-02-24,Unemployed,M,Suburban,Single,Offer1,Branch,Two-Door Car,Medsize,Personal,L1
227,CD88896,Nevada,Yes,Basic,High School or Below,2011-02-14,Employed,F,Rural,Single,Offer2,Agent,Four-Door Car,Medsize,Corporate,L3
228,YV22553,Arizona,No,Basic,High School or Below,2011-02-20,Employed,M,Urban,Married,Offer1,Agent,SUV,Small,Corporate,L3
229,WU14435,California,No,Basic,Bachelor,2011-02-19,Disabled,M,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Corporate,L1
230,XV84099,Arizona,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,Corporate,L1
231,RI24911,Arizona,Yes,Basic,College,2011-02-06,Employed,M,Urban,Single,Offer2,Agent,Two-Door Car,Medsize,Personal,L3
232,KO26461,Arizona,No,Extended,High School or Below,2011-02-27,Employed,M,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal,L2
233,HI14283,Oregon,No,Premium,Bachelor,2011-02-01,Unemployed,F,Suburban,Married,Offer1,Web,SUV,Small,Personal,L3
234,PT50227,Arizona,No,Basic,High School or Below,2011-02-23,Unemployed,M,Suburban,Married,Offer3,Call Center,Two-Door Car,Medsize,Personal,L3
235,BH36570,California,No,Basic,Bachelor,2011-01-11,Employed,M,Suburban,Married,Offer1,Branch,Two-Door Car,Small,Personal,L3
236,TX17484,California,No,Basic,Bachelor,2011-02-10,Employed,F,Rural,Married,Offer1,Web,Four-Door Car,Large,Personal,L2
237,CT41158,Washington,No,Extended,College,2011-02-25,Employed,M,Urban,Divorced,Offer2,Branch,SUV,Large,Corporate,L1
238,AO87348,Washington,No,Basic,College,2011-02-16,Unemployed,M,Suburban,Single,Offer2,Agent,Four-Door Car,Small,Personal,L3
239,DE55857,Washington,No,Basic,Bachelor,2011-01-30,Employed,F,Suburban,Single,Offer2,Agent,Four-Door Car,Small,Personal,L3
240,LF66923,Nevada,No,Basic,High School or Below,2011-02-11,Employed,F,Suburban,Married,Offer2,Agent,Two-Door Car,Small,Corporate,L3
241,CN24514,Arizona,No,Basic,College,2011-01-14,Employed,F,Rural,Married,Offer3,Agent,Four-Door Car,Large,Personal,L1
242,UW32074,Oregon,No,Basic,College,2011-02-14,Unemployed,F,Suburban,Divorced,Offer1,Branch,Four-Door Car,Small,Corporate,L3
243,HP36979,California,No,Extended,College,2011-02-03,Employed,M,Suburban,Married,Offer2,Web,Two-Door Car,Large,Personal,L2
244,PP40919,California,No,Extended,College,2011-01-31,Unemployed,F,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Personal,L1
245,RO73268,California,No,Extended,Bachelor,2011-02-15,Disabled,M,Suburban,Divorced,Offer3,Agent,Two-Door Car,Medsize,Corporate,L2
246,HO61691,Arizona,No,Basic,Bachelor,2011-02-27,Employed,F,Suburban,Divorced,Offer4,Agent,Four-Door Car,Medsize,Personal,L1
247,BS13062,Arizona,No,Extended,High School or Below,2011-01-21,Unemployed,F,Suburban,Married,Offer4,Call Center,Four-Door Car,Small,Personal,L2
248,FO35655,Oregon,No,Extended,Bachelor,2011-01-14,Unemployed,M,Suburban,Single,Offer1,Branch,Luxury SUV,Medsize,Corporate,L3
249,HR10526,California,No,Basic,Master,2011-01-25,Employed,M,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal,L2
250,IA63417,Arizona,No,Premium,High School or Below,2011-02-02,Retired,F,Suburban,Divorced,Offer3,Web,Two-Door Car,Medsize,Personal,L3
251,BH35016,Nevada,No,Basic,Bachelor,2011-02-09,Employed,F,Suburban,Divorced,Offer1,Call Center,Two-Door Car,Medsize,Personal,L3
252,PK52952,Arizona,No,Basic,Doctor,2011-02-28,Employed,M,Suburban,Single,Offer1,Call Center,SUV,Medsize,Personal,L3
253,OD76309,Washington,Yes,Basic,College,2011-01-27,Retired,F,Suburban,Divorced,Offer1,Agent,SUV,Small,Personal,L3
254,IL28481,Oregon,No,Extended,Bachelor,2011-02-19,Employed,M,Urban,Married,Offer4,Call Center,Four-Door Car,Large,Personal,L3
255,GY55092,Nevada,Yes,Extended,High School or Below,2011-02-18,Retired,M,Suburban,Divorced,Offer2,Agent,SUV,Medsize,Personal,L3
256,UF33451,Oregon,No,Extended,Bachelor,2011-02-14,Employed,F,Urban,Married,Offer1,Agent,SUV,Medsize,Personal,L3
257,CF15558,California,No,Basic,Master,2011-01-30,Employed,F,Urban,Married,Offer2,Call Center,Two-Door Car,Small,Personal,L3
258,JM62924,Washington,No,Extended,Bachelor,2011-02-09,Employed,M,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,Personal,L3
259,EM66435,Oregon,No,Basic,Bachelor,2011-02-06,Employed,F,Rural,Divorced,Offer1,Agent,Four-Door Car,Medsize,Corporate,L3
260,QX45933,California,No,Basic,Bachelor,2011-02-23,Unemployed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Personal,L1
261,JI71369,California,No,Basic,College,2011-02-22,Employed,F,Rural,Married,Offer1,Web,Four-Door Car,Medsize,Personal,L1
262,JU93290,Arizona,No,Basic,College,2011-01-16,Medical Leave,F,Suburban,Divorced,Offer1,Web,Four-Door Car,Medsize,Personal,L2
263,GU66096,Arizona,No,Basic,High School or Below,2011-02-02,Employed,M,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal,L2
264,UC33108,California,No,Extended,Bachelor,2011-02-22,Employed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Personal,L1
265,LW93867,Oregon,No,Basic,College,2011-01-03,Medical Leave,M,Rural,Married,Offer1,Web,Four-Door Car,Medsize,Corporate,L1
266,OU78470,Arizona,No,Extended,Master,2011-02-27,Employed,F,Rural,Single,Offer2,Call Center,Four-Door Car,Medsize,Corporate,L3
267,XW90265,Arizona,No,Basic,Bachelor,2011-02-15,Employed,F,Suburban,Married,Offer1,Agent,Two-Door Car,Small,Personal,L2
268,HS67749,California,No,Extended,College,2011-01-11,Employed,M,Rural,Married,Offer4,Agent,Four-Door Car,Medsize,Corporate,L1
269,VZ51506,Arizona,No,Basic,High School or Below,2011-01-21,Unemployed,F,Suburban,Single,Offer2,Call Center,Sports Car,Medsize,Corporate,L3
270,UI64281,Nevada,No,Basic,Master,2011-01-26,Medical Leave,F,Rural,Married,Offer1,Call Center,Two-Door Car,Medsize,Personal,L3
271,AE98193,Washington,No,Basic,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Offer1,Branch,SUV,Medsize,Personal,L1
272,AZ74055,Oregon,No,Premium,High School or Below,2011-02-23,Employed,M,Suburban,Married,Offer4,Call Center,Four-Door Car,Medsize,Personal,L3
273,XS76911,Arizona,No,Extended,High School or Below,2011-02-04,Unemployed,F,Suburban,Married,Offer1,Agent,Sports Car,Small,Personal,L3
274,AY40674,Washington,No,Extended,Bachelor,2011-02-06,Employed,F,Suburban,Married,Offer2,Agent,SUV,Medsize,Personal,L2
275,NA12740,Oregon,No,Basic,Master,2011-02-10,Disabled,M,Rural,Married,Offer1,Web,Two-Door Car,Medsize,Special,L3
276,UA84837,Arizona,No,Premium,College,2011-01-02,Employed,M,Suburban,Divorced,Offer1,Branch,Four-Door Car,Medsize,Corporate,L2
277,DJ51510,Arizona,No,Premium,High School or Below,2011-02-10,Employed,F,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,Personal,L3
278,VM58985,California,No,Extended,College,2011-01-19,Unemployed,M,Suburban,Single,Offer3,Branch,Two-Door Car,Medsize,Personal,L3
279,OH60605,Oregon,No,Extended,High School or Below,2011-02-23,Employed,F,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,Personal,L3
280,UO98052,Nevada,No,Extended,College,2011-01-07,Unemployed,M,Urban,Single,Offer1,Web,Four-Door Car,Medsize,Personal,L2
281,NC53424,California,No,Basic,Bachelor,2011-01-14,Unemployed,M,Suburban,Married,Offer4,Web,Two-Door Car,Medsize,Personal,L2
282,LQ13873,Nevada,No,Basic,High School or Below,2011-02-15,Employed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Personal,L3
283,LA97014,Washington,No,Basic,Bachelor,2011-02-24,Employed,M,Suburban,Married,Offer1,Agent,Two-Door Car,Medsize,Personal,L1
284,NB79936,Washington,No,Premium,Bachelor,2011-02-02,Employed,M,Rural,Single,Offer1,Branch,Two-Door Car,Medsize,Personal,L2
285,NT89061,Arizona,No,Extended,High School or Below,2011-01-07,Employed,F,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal,L3
286,AF10970,Arizona,No,Basic,Bachelor,2011-02-28,Employed,F,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,Corporate,L3
287,ZG48513,California,No,Basic,Bachelor,2011-02-17,Unemployed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal,L2
288,JQ59145,California,No,Basic,High School or Below,2011-02-12,Unemployed,M,Suburban,Married,Offer1,Agent,Sports Car,Medsize,Personal,L1
289,FE84989,Washington,No,Basic,College,2011-01-09,Employed,M,Urban,Married,Offer2,Call Center,Four-Door Car,Large,Personal,L2
290,JT52858,Oregon,No,Premium,Bachelor,2011-01-10,Employed,F,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,Personal,L1
291,MC62068,California,No,Extended,High School or Below,2011-01-08,Employed,M,Urban,Married,Offer4,Agent,Four-Door Car,Large,Personal,L2
292,EU27538,Oregon,No,Extended,Master,2011-01-25,Employed,M,Rural,Married,Offer1,Branch,Luxury Car,Medsize,Personal,L3
293,RH42306,Arizona,No,Basic,Bachelor,2011-01-27,Unemployed,F,Suburban,Single,Offer3,Web,Four-Door Car,Small,Corporate,L2
294,US23612,Oregon,No,Premium,High School or Below,2011-01-12,Disabled,F,Rural,Married,Offer1,Call Center,Two-Door Car,Large,Personal,L2
295,WV76014,Arizona,No,Basic,Doctor,2011-01-16,Employed,M,Rural,Single,Offer2,Branch,Four-Door Car,Medsize,Special,L2
296,RK96223,California,No,Basic,College,2011-01-22,Employed,M,Suburban,Married,Offer1,Agent,SUV,Medsize,Personal,L3
297,MF82000,Washington,No,Basic,Bachelor,2011-01-13,Unemployed,F,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,Special,L2
298,FM46980,Arizona,No,Basic,College,2011-02-11,Employed,M,Suburban,Married,Offer2,Branch,Four-Door Car,Small,Personal,L1
299,SY56792,Oregon,No,Premium,High School or Below,2011-01-04,Unemployed,M,Suburban,Divorced,Offer3,Web,Four-Door Car,Medsize,Corporate,L3
300,RF61565,California,No,Basic,College,2011-01-29,Employed,M,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal,L3
301,IM94808,Nevada,No,Basic,Bachelor,2011-02-28,Employed,M,Rural,Married,Offer4,Web,Four-Door Car,Medsize,Corporate,L3
302,VI14730,Oregon,Yes,Basic,High School or Below,2011-02-04,Retired,M,Suburban,Married,Offer1,Web,Sports Car,Medsize,Personal,L2
303,YR34119,Washington,No,Basic,College,2011-02-02,Employed,F,Rural,Married,Offer1,Agent,SUV,Small,Personal,L1
304,RR77985,Oregon,No,Extended,Bachelor,2011-01-03,Unemployed,F,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,Personal,L1
305,VC22097,Washington,Yes,Basic,College,2011-02-21,Unemployed,F,Suburban,Divorced,Offer1,Agent,SUV,Medsize,Corporate,L3
306,WV17090,California,No,Basic,Bachelor,2011-02-01,Unemployed,M,Suburban,Married,Offer2,Call Center,SUV,Medsize,Corporate,L1
307,TM23514,Oregon,No,Extended,College,2011-01-01,Employed,M,Urban,Single,Offer3,Web,SUV,Medsize,Personal,L3
308,MQ68407,Oregon,Yes,Premium,Bachelor,2011-02-28,Employed,F,Rural,Divorced,Offer2,Agent,Four-Door Car,Medsize,Personal,L3
309,GJ59592,California,Yes,Basic,Bachelor,2011-01-12,Employed,F,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,Corporate,L2
310,FY56083,Oregon,No,Basic,Bachelor,2011-02-13,Employed,M,Rural,Married,Offer1,Agent,Four-Door Car,Small,Personal,L2
311,UA94723,Oregon,Yes,Basic,High School or Below,2011-01-29,Employed,F,Urban,Married,Offer1,Agent,SUV,Medsize,Personal,L3
312,FW91032,California,No,Basic,High School or Below,2011-02-13,Employed,M,Rural,Married,Offer4,Agent,Four-Door Car,Medsize,Corporate,L2
313,DE34457,Oregon,No,Basic,Doctor,2011-01-22,Employed,F,Urban,Married,Offer3,Call Center,SUV,Small,Personal,L3
314,HD32044,Oregon,No,Premium,Master,2011-01-25,Employed,F,Suburban,Divorced,Offer1,Branch,Four-Door Car,Medsize,Corporate,L3
315,HH30454,Oregon,No,Premium,Bachelor,2011-02-23,Unemployed,M,Suburban,Single,Offer3,Branch,SUV,Medsize,Personal,L3
316,AH84063,Oregon,No,Extended,College,2011-02-18,Employed,F,Rural,Married,Offer3,Call Center,SUV,Medsize,Corporate,L3
317,QA17596,California,No,Extended,Bachelor,2011-01-03,Employed,F,Suburban,Married,Offer2,Agent,Two-Door Car,Small,Personal,L3
318,XI41052,California,No,Extended,Bachelor,2011-01-09,Employed,F,Suburban,Single,Offer3,Call Center,SUV,Medsize,Personal,L2
319,DI30528,California,Yes,Basic,Master,2011-01-03,Employed,F,Rural,Married,Offer2,Web,Four-Door Car,Large,Personal,L3
320,SC66359,Arizona,No,Basic,College,2011-02-21,Employed,F,Rural,Married,Offer4,Agent,SUV,Small,Corporate,L3
321,EN61670,Arizona,Yes,Basic,Doctor,2011-02-22,Employed,F,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal,L1
322,DQ10761,Oregon,No,Basic,Bachelor,2011-01-09,Unemployed,M,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Corporate,L3
323,BQ51587,California,No,Basic,College,2011-02-07,Unemployed,F,Suburban,Single,Offer2,Call Center,Four-Door Car,Medsize,Personal,L2
324,JE21522,California,No,Extended,Bachelor,2011-02-26,Employed,M,Suburban,Married,Offer4,Branch,Four-Door Car,Medsize,Personal,L2
325,WS47147,California,Yes,Basic,College,2011-01-30,Unemployed,M,Suburban,Married,Offer1,Branch,SUV,Medsize,Personal,L3
326,ZA64638,Nevada,No,Extended,High School or Below,2011-02-28,Unemployed,F,Suburban,Single,Offer2,Web,Four-Door Car,Small,Personal,L2
327,EW38459,Nevada,No,Basic,Bachelor,2011-02-20,Employed,F,Rural,Married,Offer2,Web,Four-Door Car,Medsize,Corporate,L1
328,QW87316,Oregon,No,Basic,College,2011-01-20,Employed,F,Urban,Divorced,Offer2,Agent,Four-Door Car,Medsize,Personal,L2
329,IC43478,California,No,Extended,Bachelor,2011-01-22,Employed,M,Suburban,Single,Offer1,Call Center,Two-Door Car,Medsize,Personal,L1
330,TE34064,California,No,Basic,High School or Below,2011-01-06,Unemployed,M,Suburban,Single,Offer2,Agent,Four-Door Car,Medsize,Personal,L3
331,WU60905,California,No,Basic,High School or Below,2011-02-06,Unemployed,F,Suburban,Married,Offer3,Web,SUV,Medsize,Corporate,L1
332,YM18992,California,No,Basic,College,2011-02-02,Employed,F,Suburban,Divorced,Offer1,Agent,Two-Door Car,Medsize,Personal,L1
333,PD55753,Oregon,No,Extended,High School or Below,2011-02-23,Unemployed,M,Suburban,Married,Offer4,Call Center,Four-Door Car,Medsize,Personal,L1
334,KU56006,Arizona,No,Basic,College,2011-01-07,Employed,F,Suburban,Married,Offer1,Call Center,Four-Door Car,Small,Personal,L2
335,MJ69973,Arizona,No,Basic,High School or Below,2011-02-27,Unemployed,M,Suburban,Married,Offer1,Call Center,Two-Door Car,Medsize,Personal,L3
336,TW43626,California,No,Basic,College,2011-01-21,Employed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Large,Personal,L2
337,XX84133,California,No,Basic,Bachelor,2011-02-04,Employed,M,Rural,Married,Offer4,Call Center,Four-Door Car,Medsize,Corporate,L2
338,ZW84453,Arizona,No,Basic,Bachelor,2011-01-08,Unemployed,F,Rural,Married,Offer1,Web,Four-Door Car,Medsize,Personal,L2
339,HO29524,California,No,Extended,College,2011-02-04,Employed,M,Rural,Married,Offer4,Branch,Two-Door Car,Medsize,Personal,L1
340,VE89726,California,No,Basic,High School or Below,2011-01-15,Unemployed,F,Suburban,Single,Offer3,Branch,SUV,Medsize,Personal,L1
341,GE87503,California,No,Premium,High School or Below,2011-02-07,Employed,M,Suburban,Married,Offer4,Call Center,SUV,Small,Personal,L3
342,PX90263,Oregon,No,Basic,High School or Below,2011-02-19,Unemployed,M,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Personal,L3
343,NI17718,California,No,Basic,High School or Below,2011-02-09,Unemployed,F,Suburban,Single,Offer2,Web,Four-Door Car,Medsize,Personal,L3
344,FY32213,California,Yes,Basic,High School or Below,2011-02-05,Employed,F,Suburban,Single,Offer2,Call Center,Four-Door Car,Medsize,Personal,L3
345,RZ13254,Nevada,No,Basic,Bachelor,2011-01-15,Unemployed,F,Suburban,Single,Offer2,Branch,Four-Door Car,Large,Personal,L1
346,GN45013,Oregon,No,Basic,High School or Below,2011-02-06,Medical Leave,M,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal,L1
347,UB16654,Washington,No,Basic,Master,2011-02-27,Disabled,M,Urban,Divorced,Offer4,Web,Four-Door Car,Medsize,Personal,L3
348,KU84464,Nevada,No,Extended,Bachelor,2011-01-17,Employed,F,Rural,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal,L3
349,YH43527,Oregon,No,Extended,College,2011-01-07,Employed,F,Suburban,Married,Offer4,Agent,Four-Door Car,Medsize,Corporate,L2
350,RO30676,California,No,Premium,College,2011-01-03,Disabled,F,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,Personal,L3
351,QL59704,Arizona,No,Basic,College,2011-01-26,Employed,F,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,Corporate,L3
352,QH19450,California,No,Basic,High School or Below,2011-01-07,Unemployed,F,Suburban,Single,Offer1,Call Center,Four-Door Car,Small,Corporate,L3
353,HR85211,Washington,No,Basic,Master,2011-01-14,Employed,F,Rural,Married,Offer2,Web,Two-Door Car,Medsize,Personal,L3
